,latitude,longitude,address,birth_place
sherron collins,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
si green,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
sidney green,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
sidney lowe,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
sidney moncrief,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas
sidney wicks,36.7014631,-118.7559974,"California, United States of America",California
sim bhullar,61.0666922,-107.9917071,Canada,Canada
sindarius thornwell,33.6874388,-80.4363743,"South Carolina, United States of America",South Carolina
skal labissiere,18.98801315,-72.2946027714031,"Haiti (festland), 4ème Savane à Roche, Commune Petite Rivière de l'Artibonite, Arrondissement de Dessalines, Département de l'Artibonite, Ayiti",Haiti
skeeter henry,31.8160381,-99.5120986,"Texas, United States of America",Texas
slater martin,31.8160381,-99.5120986,"Texas, United States of America",Texas
slavko vranes,44.1534121,20.55144,Србија,Serbia
sleepy floyd,35.6729639,-79.0392919,"North Carolina, United States of America",North Carolina
slick leonard,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
slick watts,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
sly williams,41.6500201,-72.7342163,"Connecticut, United States of America",Connecticut
smush parker,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
solomon alabi,9.6000359,7.9999721,Nigeria,Nigeria
solomon hill,36.7014631,-118.7559974,"California, United States of America",California
solomon jones,27.7567667,-81.4639835,"Florida, United States of America",Florida
sonny dove,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
sonny hertzberg,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
sonny parker,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
sonny weems,35.2048883,-92.4479108,"Arkansas, United States of America",Arkansas
soumaila samake,16.3700359,-2.2900239,Mali,Mali
speedy claxton,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
spencer dinwiddie,36.7014631,-118.7559974,"California, United States of America",California
spencer hawes,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",Washington
spencer haywood,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
spud webb,31.8160381,-99.5120986,"Texas, United States of America",Texas
stacey augmon,36.7014631,-118.7559974,"California, United States of America",California
stacey king,34.9550817,-97.2684063,"Oklahoma, United States of America",Oklahoma
stan brown,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
stan kimbrough,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
stan love,36.7014631,-118.7559974,"California, United States of America",California
stan mckenzie,27.7567667,-81.4639835,"Florida, United States of America",Florida
stan miasek,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
stan pietkiewicz,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
stan washington,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
stanislav medvedenko,49.4871968,31.2718321,Україна,Ukraine
stanley brundy,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
stanley jackson,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
stanley johnson,36.7014631,-118.7559974,"California, United States of America",California
stanley roberts,33.6874388,-80.4363743,"South Carolina, United States of America",South Carolina
stefano rusconi,42.6384261,12.674297,Italia,Italy
steffond johnson,31.8160381,-99.5120986,"Texas, United States of America",Texas
stephane lasme,-0.8999695,11.6899699,Gabon,Gabon
stephen curry,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
stephen graham,38.6920451,-75.4013315,"Delaware, United States of America",Delaware
stephen howard,31.8160381,-99.5120986,"Texas, United States of America",Texas
stephen jackson,31.8160381,-99.5120986,"Texas, United States of America",Texas
stephen thompson,36.7014631,-118.7559974,"California, United States of America",California
stephen zimmerman,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
stephon marbury,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
sterling brown,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
steve alford,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
steve bardo,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
steve blake,27.7567667,-81.4639835,"Florida, United States of America",Florida
steve bracey,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
steve bucknall,25.2232283,55.1594933008754,"United Kingdom, دبي, دبي‎, الإمارات العربيّة المتّحدة",United Kingdom
steve burtt,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
steve colter,34.395342,-111.7632755,"Arizona, United States of America",Arizona
steve downing,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
steve francis,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
steve goodrich,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
steve green,44.4308975,-89.6884637,"Wisconsin, United States of America",Wisconsin
steve hamer,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
steve hamilton,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
steve harris,38.7604815,-92.5617875,"Missouri, United States of America",Missouri
steve hawes,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",Washington
steve hayes,43.6447642,-114.0154071,"Idaho, United States of America",Idaho
steve henson,38.27312,-98.5821872,"Kansas, United States of America",Kansas
steve johnson,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
steve jones,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
steve kerr,40.3429683,-76.4233816,"Lebanon, Lebanon County, Pennsylvania, United States of America",Lebanon
steve kuberski,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
steve lingenfelter,44.4308975,-89.6884637,"Wisconsin, United States of America",Wisconsin
steve malovic,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
steve mix,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
steve nash,-28.8166236,24.991639,South Africa,South Africa
steve novak,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
steve patterson,36.7014631,-118.7559974,"California, United States of America",California
steve scheffler,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
steve sheppard,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
steve smith,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
steve stipanovich,38.7604815,-92.5617875,"Missouri, United States of America",Missouri
steven adams,-41.5000831,172.8344077,New Zealand/Aotearoa,New Zealand
steven hill,38.27312,-98.5821872,"Kansas, United States of America",Kansas
steven hunter,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
steven smith,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
stevin smith,31.8160381,-99.5120986,"Texas, United States of America",Texas
stewart granger,61.0666922,-107.9917071,Canada,Canada
stojko vrankovic,45.5643442,17.0118954,Hrvatska,Croatia
stromile swift,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
stu lantz,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
stuart gray,35.266906,-119.0567707,"Panama, Kern County, California, 93313, United States of America",Panama
sun yue,31.2253441,121.4888922,"上海市, 黄浦区, 上海市, 200010, 中国","Shanghai, China"
sundiata gaines,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
swen nater,52.2379891,5.53460738161551,Nederland,Netherlands
sylvester gray,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
sylvester norris,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
taj gibson,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
tal skinner,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
tamar slay,38.4758406,-80.8408415,"West Virginia, United States of America",West Virginia
tang hamilton,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
tarence kinsey,27.7567667,-81.4639835,"Florida, United States of America",Florida
tarik black,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
tariq abdul-wahad,46.603354,1.8883335,"France métropolitaine, France",France
tate armstrong,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
tate george,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
taurean green,27.7567667,-81.4639835,"Florida, United States of America",Florida
taurean prince,31.8160381,-99.5120986,"Texas, United States of America",Texas
taylor griffin,34.9550817,-97.2684063,"Oklahoma, United States of America",Oklahoma
tayshaun prince,36.7014631,-118.7559974,"California, United States of America",California
ted mcclain,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
tellis frank,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
terence morris,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
terence stansbury,38.6920451,-75.4013315,"Delaware, United States of America",Delaware
terrance ferguson,34.9550817,-97.2684063,"Oklahoma, United States of America",Oklahoma
terrance roberson,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
terrel harris,31.8160381,-99.5120986,"Texas, United States of America",Texas
terrell brandon,43.9792797,-120.737257,"Oregon, United States of America",Oregon
terrence jones,43.9792797,-120.737257,"Oregon, United States of America",Oregon
terrence rencher,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
terrence ross,43.9792797,-120.737257,"Oregon, United States of America",Oregon
terrence williams,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",Washington
terry catledge,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
terry crosby,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
terry cummings,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
terry davis,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
terry dehere,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
terry dischinger,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
terry dozier,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
terry driscoll,42.3788774,-72.032366,"Massachusetts, United States of America",Massachusetts
terry duerod,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
terry furlow,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
terry mills,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
terry porter,44.4308975,-89.6884637,"Wisconsin, United States of America",Wisconsin
terry rozier,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
terry teagle,31.8160381,-99.5120986,"Texas, United States of America",Texas
terry thomas,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
terry tyler,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
tex ritter,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
thabo sefolosha,46.7985624,8.2319736,Schweiz/Suisse/Svizzera/Svizra,Switzerland
thaddeus young,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
thales mcreynolds,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
thanasis antetokounmpo,38.9953683,21.9877132,Ελλάδα,Greece
tharon mayes,41.6500201,-72.7342163,"Connecticut, United States of America",Connecticut
theo ratliff,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
